counterparty_address,n_events_in,n_events_out,gross_usd_in,gross_usd_out,net_usd,symbols,native_amounts,first_seen,last_seen,label_source,label_value
0x6ed41f017867bb0ecac97de66316d886ddcc5048,0,1,0.00,0.00,0.00,USDC,USDC:0.0000,2022-12-15,2022-12-15,below-cutoff,
0x6edd393ba93e84fd836fe7dda6a5e2b8d63c5048,0,1,0.00,0.00,0.00,USDC,USDC:0.0000,2022-12-15,2022-12-15,below-cutoff,
0x9347e04ea939b15f5965dd1adb5e496423d21956,1,0,0.00,0.00,0.00,PICKLE,PICKLE:1.0000,2025-12-31,2025-12-31,below-cutoff,
0x6edf7d6a3d9eb2ed68388f1cd92a976068b75048,0,13,0.00,0.00,0.00,ETH/USDТ/UЅDT/ЕТН...,ETH:437.9998;USDТ:120038.2799;UЅDT:30009.5700;ЕТН...:729.9996,2024-08-28,2025-02-15,below-cutoff,
0x6edf0a4128a781e6f81e1becb9d6f528434e5048,0,1,0.00,0.00,0.00,ꓴꓢꓓС,ꓴꓢꓓС:139076.3305,2025-12-01,2025-12-01,below-cutoff,
0x6edff780f207cc76631ee4055cf0dba4a0065048,0,1,0.00,0.00,0.00,USDТ,USDТ:38008.8888,2024-07-10,2024-07-10,below-cutoff,
0x6edf2e9f3502a0142e316b1beefba15fd22d5048,0,1,0.00,0.00,0.00,ĖTḨ,ĖTḨ:0.0038,2026-04-06,2026-04-06,below-cutoff,
0x6e278b1f2f385b243c921fd9e81caf09f11c5048,0,1,0.00,0.00,0.00,  USDT ,  USDT :30000.1585,2024-09-17,2024-09-17,below-cutoff,
0x05b27f3a054adf50e21fb873ea1cfda1911c5048,0,8,0.00,0.00,0.00,USDС,USDС:373717.0179,2025-02-11,2025-02-15,below-cutoff,
0x6ed38ac0dd5f316042ee2418fb0e98b7591c5048,0,2,0.00,0.00,0.00,USDC/USDС,USDC:139076.3305;USDС:63598.9661,2025-02-12,2025-12-01,below-cutoff,
